,crease_percentage_diff,shadow_percentage_diff,shadow_crease_percentage_diff,inverted_percentage_dif,binary_percentage_dif,adapt_percentage_dif,otsu_percentage_dif
0,22.881739918441323,30.493883099229723,44.902582691436336,22.791119166289082,22.836429542365202,22.881739918441323,22.836429542365202
1,2.994908655286014,94.15992812219228,90.5360886492962,10.272536687631026,10.302485774183888,10.272536687631026,10.272536687631026
2,0.0587716720540699,81.6926241551572,80.69350573023803,0.17631501616220982,0.14692918013517484,0.17631501616220982,0.14692918013517484
3,5.0896286811779765,15.26888604353393,76.88860435339309,1.440460947503201,0.16005121638924455,0.06402048655569782,4.353393085787452
4,0.0601322910402886,19.452796151533374,43.56584485868912,0.09019843656043296,0.15033072760072158,0.09019843656043296,0.12026458208057728
5,0.2042007001166861,10.851808634772462,96.14935822637106,2.7421236872812136,0.029171528588098013,0.029171528588098013,4.200700116686114
6,0.7817589576547231,92.67100977198696,70.61889250814333,0.16286644951140067,0.16286644951140067,0.13029315960912052,0.2280130293159609
7,10.431551871963418,10.888825378679623,15.947413546727637,0.8288082309231208,0.2857959416976279,0.17147756501857675,3.6010288653901115
8,0.030229746070133,52.84159613059251,0.090689238210399,0.3022974607013301,0.12091898428053204,0.09068923821039904,1.1185006045949213
9,4.714640198511166,24.62779156327544,67.55583126550869,0.3411910669975186,0.18610421836228289,0.09305210918114144,1.9851116625310175
