,crease_percentage_diff,shadow_percentage_diff,shadow_crease_percentage_diff,inverted_percentage_dif,binary_percentage_dif,adapt_percentage_dif,otsu_percentage_dif
0,22.881739918441323,30.493883099229723,44.902582691436336,22.927050294517446,22.836429542365202,22.881739918441323,22.881739918441323
1,2.994908655286014,94.15992812219228,90.5360886492962,7.996406109613657,0.3893381251871818,2.964959568733154,7.9065588499550765
2,0.0587716720540699,81.6926241551572,80.69350573023803,0.05877167205406994,0.11754334410813988,0.08815750808110491,0.08815750808110491
3,5.0896286811779765,15.26888604353393,76.88860435339309,1.0243277848911652,7.746478873239436,7.8745198463508315,1.0243277848911652
4,0.0601322910402886,19.452796151533374,43.56584485868912,0.06013229104028864,0.06013229104028864,0.21046301864101025,0.06013229104028864
5,0.2042007001166861,10.851808634772462,96.14935822637106,0.08751458576429405,6.7386231038506414,6.709451575262544,0.11668611435239205
6,0.7817589576547231,92.67100977198696,70.61889250814333,0.39087947882736157,0.4885993485342019,0.6188925081433224,0.32573289902280134
7,10.431551871963418,10.888825378679623,15.947413546727637,10.374392683623892,10.26007430694484,10.34581308945413,10.26007430694484
8,0.030229746070133,52.84159613059251,0.090689238210399,0.03022974607013301,0.12091898428053204,0.09068923821039904,0.06045949214026602
9,4.714640198511166,24.62779156327544,67.55583126550869,2.1712158808933,2.4503722084367245,3.8771712158808933,1.240694789081886
