,crease_percentage_diff,shadow_percentage_diff,shadow_crease_percentage_diff,inverted_percentage_dif,binary_percentage_dif,adapt_percentage_dif,otsu_percentage_dif
0,22.881739918441323,30.493883099229723,44.902582691436336,30.629814227458084,22.836429542365202,22.836429542365202,23.833257816039875
1,2.994908655286014,94.15992812219228,90.5360886492962,10.362383947289608,10.302485774183888,10.332434860736747,10.272536687631026
2,0.0587716720540699,81.6926241551572,80.69350573023803,7.904789891272407,7.581545694975023,7.522774022920952,7.405230678812812
3,5.0896286811779765,15.26888604353393,76.88860435339309,3.5531370038412295,3.5531370038412295,4.99359795134443,3.585147247119078
4,0.0601322910402886,19.452796151533374,43.56584485868912,0.39085989176187613,0.1803968731208659,0.03006614552014432,1.683704149128082
5,0.2042007001166861,10.851808634772462,96.14935822637106,9.509918319719954,10.385064177362894,8.98483080513419,10.385064177362894
6,0.7817589576547231,92.67100977198696,70.61889250814333,0.39087947882736157,0.26058631921824105,0.2280130293159609,0.26058631921824105
7,10.431551871963418,10.888825378679623,15.947413546727637,10.46013146613318,1.2575021434695628,1.3146613318090883,11.317519291226064
8,0.030229746070133,52.84159613059251,0.090689238210399,0.3022974607013301,0.24183796856106407,0.09068923821039904,0.21160822249093109
9,4.714640198511166,24.62779156327544,67.55583126550869,13.182382133995038,7.785359801488834,5.366004962779156,8.870967741935484
